 iv  ih    lon_min    lon_max   lat_min   lat_max
 14   8  -180.0000  -140.0274  -60.0000  -50.0000
 14   9  -179.9667  -124.4688  -60.0000  -50.0000
 14  10  -159.9694  -108.9102  -60.0000  -50.0000
 14  11  -139.9722   -93.3516  -60.0000  -50.0000
 14  12  -119.9750   -77.7930  -60.0000  -50.0000
 14  13   -99.9778   -62.2344  -60.0000  -50.0000
 14  14   -79.9806   -46.6758  -60.0000  -50.0000
 14  15   -59.9833   -31.1163  -60.0000  -50.0000
 14  16   -39.9861   -15.5549  -60.0000  -50.0000
 14  17   -19.9926     0.0083  -60.0000  -50.0000
 14  18     0.0000    20.0056  -60.0000  -50.0000
 14  19    15.5586    40.0028  -60.0000  -50.0000
 14  20    31.1172    60.0000  -60.0000  -50.0000
 14  21    46.6758    79.9972  -60.0000  -50.0000
 14  22    62.2344    99.9944  -60.0000  -50.0000
 14  23    77.7930   119.9917  -60.0000  -50.0000
 14  24    93.3516   139.9889  -60.0000  -50.0000
 14  25   108.9102   159.9861  -60.0000  -50.0000
 14  26   124.4688   179.9833  -60.0000  -50.0000
 14  27   140.0274   180.0000  -60.0000  -50.0000
 14  28   155.5860   180.0000  -56.2500  -50.0000
 14  29   171.1446   180.0000  -52.3250  -50.0000
 14  30  -999.0000  -999.0000  -99.0000  -99.0000
 14  31  -999.0000  -999.0000  -99.0000  -99.0000
 14  32  -999.0000  -999.0000  -99.0000  -99.0000
 14  33  -999.0000  -999.0000  -99.0000  -99.0000
 14  34  -999.0000  -999.0000  -99.0000  -99.0000
 14  35  -999.0000  -999.0000  -99.0000  -99.0000
 15   0  -999.0000  -999.0000  -99.0000  -99.0000
 15   1  -999.0000  -999.0000  -99.0000  -99.0000
 15   2  -999.0000  -999.0000  -99.0000  -99.0000
 15   3  -999.0000  -999.0000  -99.0000  -99.0000
 15   4  -999.0000  -999.0000  -99.0000  -99.0000
 15   5  -999.0000  -999.0000  -99.0000  -99.0000
 15   6  -999.0000  -999.0000  -99.0000  -99.0000
 15   7  -999.0000  -999.0000  -99.0000  -99.0000
 15   8  -999.0000  -999.0000  -99.0000  -99.0000
 15   9  -180.0000  -160.0139  -63.6083  -60.0000
 15  10  -180.0000  -140.0111  -67.1167  -60.0000
 15  11  -180.0000  -120.0083  -70.0000  -60.0000
 15  12  -175.3959  -100.0056  -70.0000  -60.0000
 15  13  -146.1632   -80.0028  -70.0000  -60.0000
 15  14  -116.9306   -60.0000  -70.0000  -60.0000
 15  15   -87.6979   -39.9972  -70.0000  -60.0000
 15  16   -58.4653   -19.9944  -70.0000  -60.0000
 15  17   -29.2326     0.0121  -70.0000  -60.0000
 15  18     0.0000    29.2326  -70.0000  -60.0000
 15  19    20.0074    58.4653  -70.0000  -60.0000
 15  20    40.0139    87.6979  -70.0000  -60.0000
 15  21    60.0167   116.9306  -70.0000  -60.0000
 15  22    80.0194   146.1632  -70.0000  -60.0000
 15  23   100.0222   175.3959  -70.0000  -60.0000
 15  24   120.0250   180.0000  -70.0000  -60.0000
 15  25   140.0278   180.0000  -67.1083  -60.0000
 15  26   160.0306   180.0000  -63.6083  -60.0000
 15  27  -999.0000  -999.0000  -99.0000  -99.0000
 15  28  -999.0000  -999.0000  -99.0000  -99.0000
 15  29  -999.0000  -999.0000  -99.0000  -99.0000
 15  30  -999.0000  -999.0000  -99.0000  -99.0000
 15  31  -999.0000  -999.0000  -99.0000  -99.0000
 15  32  -999.0000  -999.0000  -99.0000  -99.0000
 15  33  -999.0000  -999.0000  -99.0000  -99.0000
 15  34  -999.0000  -999.0000  -99.0000  -99.0000
 15  35  -999.0000  -999.0000  -99.0000  -99.0000
 16   0  -999.0000  -999.0000  -99.0000  -99.0000
 16   1  -999.0000  -999.0000  -99.0000  -99.0000
 16   2  -999.0000  -999.0000  -99.0000  -99.0000
 16   3  -999.0000  -999.0000  -99.0000  -99.0000
 16   4  -999.0000  -999.0000  -99.0000  -99.0000
 16   5  -999.0000  -999.0000  -99.0000  -99.0000
 16   6  -999.0000  -999.0000  -99.0000  -99.0000
 16   7  -999.0000  -999.0000  -99.0000  -99.0000
 16   8  -999.0000  -999.0000  -99.0000  -99.0000
 16   9  -999.0000  -999.0000  -99.0000  -99.0000
 16  10  -999.0000  -999.0000  -99.0000  -99.0000
 16  11  -180.0000  -175.4671  -70.5250  -70.0000
 16  12  -180.0000  -146.2226  -73.8750  -70.0000
 16  13  -180.0000  -116.9781  -77.1583  -70.0000
 16  14  -180.0000   -87.7336  -80.0000  -70.0000
 16  15  -172.6609   -58.4890  -80.0000  -70.0000
 16  16  -115.0993   -29.2445  -80.0000  -70.0000
 16  17   -57.5376     0.0240  -80.0000  -70.0000
 16  18     0.0000    57.5856  -80.0000  -70.0000
 16  19    29.2445   115.1472  -80.0000  -70.0000
 16  20    58.4890   172.7089  -80.0000  -70.0000
 16  21    87.7336   180.0000  -80.0000  -70.0000
 16  22   116.9781   180.0000  -77.1583  -70.0000
 16  23   146.2226   180.0000  -73.8667  -70.0000
 16  24   175.4671   180.0000  -70.5250  -70.0000
 16  25  -999.0000  -999.0000  -99.0000  -99.0000
 16  26  -999.0000  -999.0000  -99.0000  -99.0000
 16  27  -999.0000  -999.0000  -99.0000  -99.0000
 16  28  -999.0000  -999.0000  -99.0000  -99.0000
 16  29  -999.0000  -999.0000  -99.0000  -99.0000
 16  30  -999.0000  -999.0000  -99.0000  -99.0000
 16  31  -999.0000  -999.0000  -99.0000  -99.0000
 16  32  -999.0000  -999.0000  -99.0000  -99.0000
 16  33  -999.0000  -999.0000  -99.0000  -99.0000
 16  34  -999.0000  -999.0000  -99.0000  -99.0000
 16  35  -999.0000  -999.0000  -99.0000  -99.0000
 17   0  -999.0000  -999.0000  -99.0000  -99.0000
 17   1  -999.0000  -999.0000  -99.0000  -99.0000
 17   2  -999.0000  -999.0000  -99.0000  -99.0000
 17   3  -999.0000  -999.0000  -99.0000  -99.0000
 17   4  -999.0000  -999.0000  -99.0000  -99.0000
 17   5  -999.0000  -999.0000  -99.0000  -99.0000
 17   6  -999.0000  -999.0000  -99.0000  -99.0000
 17   7  -999.0000  -999.0000  -99.0000  -99.0000
 17   8  -999.0000  -999.0000  -99.0000  -99.0000
 17   9  -999.0000  -999.0000  -99.0000  -99.0000
 17  10  -999.0000  -999.0000  -99.0000  -99.0000
 17  11  -999.0000  -999.0000  -99.0000  -99.0000
 17  12  -999.0000  -999.0000  -99.0000  -99.0000
 17  13  -999.0000  -999.0000  -99.0000  -99.0000
 17  14  -180.0000  -172.7990  -80.4083  -80.0000
 17  15  -180.0000  -115.1914  -83.6167  -80.0000
 17  16  -180.0000   -57.5837  -86.8167  -80.0000
 17  17  -180.0000    59.9880  -90.0000  -80.0000
 17  18     0.0000   180.0000  -90.0000  -80.0000
 17  19    57.6317   180.0000  -86.8167  -80.0000
 17  20   115.2394   180.0000  -83.6167  -80.0000
 17  21   172.8471   180.0000  -80.4000  -80.0000
 17  22  -999.0000  -999.0000  -99.0000  -99.0000
 17  23  -999.0000  -999.0000  -99.0000  -99.0000
 17  24  -999.0000  -999.0000  -99.0000  -99.0000
 17  25  -999.0000  -999.0000  -99.0000  -99.0000
 17  26  -999.0000  -999.0000  -99.0000  -99.0000
 17  27  -999.0000  -999.0000  -99.0000  -99.0000
 17  28  -999.0000  -999.0000  -99.0000  -99.0000
 17  29  -999.0000  -999.0000  -99.0000  -99.0000
 17  30  -999.0000  -999.0000  -99.0000  -99.0000
 17  31  -999.0000  -999.0000  -99.0000  -99.0000
 17  32  -999.0000  -999.0000  -99.0000  -99.0000
 17  33  -999.0000  -999.0000  -99.0000  -99.0000
 17  34  -999.0000  -999.0000  -99.0000  -99.0000
 17  35  -999.0000  -999.0000  -99.0000  -99.0000
